name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986
EBIT,"114,657,000","30,332,000","31,549,000","26,738,000","26,038,000","30,568,000","27,354,000","31,327,000","32,088,000","34,966,000","32,416,000","25,817,000","41,113,000","33,777,000","43,784,000","38,427,000","37,043,000","33,429,000","32,284,000","27,886,000","26,613,000","29,960,000","27,454,000","26,668,000","23,810,000","25,375,000","25,534,000","23,167,000","20,797,000","21,452,000","21,078,000","22,417,000","17,116,000","19,875,000","19,637,000","14,594,000","17,837,000","19,310,000","20,022,000","20,674,000","20,674,000","18,200,000","19,782,000","17,857,000","19,667,000","16,948,000","14,792,000","17,685,000","14,812,000","13,267,000","12,461,000","9,981,000","9,645,000","8,815,000","8,098,000","8,119,000","6,905,000","6,143,000","4,553,000","3,712,000","2,298,000","2,238,000","2,199,000","1,824,000","1,507,000","1,182,000","1,118,000","1,133,000","1,191,000","1,208,000","114,000","1,000,000","741,000","551,000","192,000","659,000","218,000","622,000","20,000","467,000","6,000","301,000","713,000","-826,000","158,000","148,000","-2,549,000","-2,470,000","-3,447,000","-2,989,000","-8,320,000","-4,000,000","-4,700,000","-1,900,000","1,000,000","800,000","-1,600,000","200,000","-1,800,000","100,000","0","0","-2,700,000","-2,000,000","-1,900,000","-1,700,000","-1,100,000","-700,000","-300,000","500,000","500,000","-1,400,000","-2,100,000","-4,700,000","300,000","-1,700,000","-35,900,000","11,800,000","11,400,000","13,600,000","-38,800,000","12,300,000","0","-700,000","-100,000","200,000","0","1,300,000","-14,900,000","5,200,000","5,100,000","5,000,000","-16,300,000","5,500,000","5,700,000","4,300,000","-16,200,000","4,200,000","4,900,000","5,200,000","-15,000,000","5,600,000","5,500,000","5,500,000"
EBITDA,"137,549,000"
ReconciledCostOfRevenue,"688,725,000","209,196,000","184,368,000","119,004,000","176,157,000","218,250,000","148,406,000","83,766,000","46,796,000","54,827,000","50,369,000","52,833,000","48,461,000","43,662,000","41,677,000","42,435,000","43,004,000","39,066,000","37,567,000","34,423,000","30,552,000","24,777,000","22,446,000","22,039,000","20,251,000","19,276,000","16,444,000","17,809,000","18,699,000","19,485,000","17,537,000","10,275,000","9,964,000","9,612,000","10,086,000","10,136,000","10,358,000","9,891,000","10,447,000","9,500,000","9,157,000","9,029,000","8,658,000","8,710,000","8,914,000","7,307,000","7,691,000","7,418,000","7,427,000","7,064,000","7,976,000","4,464,000","4,532,000","4,086,000","4,060,000","3,935,000","3,230,000","2,843,000","1,990,000","1,840,000","1,720,000","1,564,000","1,746,000","1,480,000","1,359,000","1,331,000","1,412,000","1,594,000","1,503,000","1,406,000","1,483,000","1,450,000","1,354,000","1,163,000","1,202,000","1,230,000","773,000","1,005,000","1,107,000","1,120,000","738,000","965,000","1,002,000","1,294,000","1,049,000","888,000","530,000","1,408,000","1,482,000","1,565,000","2,725,000","2,000,000","2,200,000","2,700,000","2,300,000","2,000,000","2,000,000","2,300,000","2,400,000","2,100,000","3,300,000","2,300,000","4,800,000","4,900,000","6,400,000","5,800,000","6,600,000","6,900,000","6,800,000","6,800,000","7,600,000","7,700,000","11,100,000","12,200,000","9,200,000","7,600,000",,,,,,,"6,700,000","5,700,000","5,500,000","3,500,000","2,600,000","2,900,000",,,,,,,,,,,,,,,,
ReconciledDepreciation,"22,892,000","6,011,000","5,221,000","5,629,000","6,031,000","5,908,000","5,926,000","5,602,000","5,406,000","6,271,000","6,244,000","5,964,000","5,776,000","6,324,000","4,053,000","3,051,000","3,089,000","3,332,000","3,671,000","3,223,000","3,139,000","3,265,000","2,734,000","3,124,000","2,958,000","3,046,000","2,702,000","2,765,000","2,570,000","2,597,000","2,239,000","2,449,000","2,441,000","2,552,000","2,648,000","2,459,000","2,548,000","2,452,000","2,584,000","2,469,000","2,161,000","1,941,000","1,897,000","1,749,000","1,991,000","1,877,000","1,605,000","1,553,000","1,448,000","1,432,000","1,438,000","944,000","830,000","743,000","846,000","809,000","832,000","819,000","717,000","632,000","623,000","627,000","629,000","435,000","417,000","314,000","356,000","317,000","319,000","329,000","371,000","327,000","286,000","201,000","127,000","113,000","105,000","97,000","107,000","98,000","90,000","90,000","109,000","106,000","99,000","104,000","762,000","268,000","320,000","296,000","-1,265,000","800,000","800,000","800,000","800,000","700,000","700,000","700,000","1,000,000","900,000","1,000,000","1,100,000","900,000","1,000,000","1,200,000","1,100,000","1,200,000","1,200,000","1,100,000","1,200,000","1,200,000","1,200,000","900,000","900,000","900,000","900,000",,,,,,,"100,000","200,000","200,000","100,000","100,000","100,000",,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"65,788,000","19,191,000","15,425,000","15,451,000","15,721,000","21,591,000","19,497,000","24,682,000","23,475,000","24,723,000","21,650,000","20,509,000","28,851,000","25,710,000","8,509,000","29,242,000","29,180,000","26,208,000","26,573,000","24,184,000","23,434,000","26,427,000","24,629,000","24,067,000","22,992,000","22,159,000","21,929,000","20,232,000","19,036,000","18,336,000","16,547,000","18,015,000","13,579,000","15,417,000","15,245,000","13,143,000","13,542,000","17,344,000","18,745,000","18,072,000","18,067,000","15,685,000","17,330,000","16,536,000","22,348,000","15,164,000","15,944,000","16,681,000","14,010,000","12,384,000","12,097,000","9,434,000","8,956,000","8,335,000","7,911,000","7,398,000","6,336,000","5,670,000","4,498,000","3,693,000","2,513,000","1,962,000","1,673,000","1,659,000","1,498,000","1,135,000","944,000","1,226,000","1,084,000","1,068,000","103,000","981,000","710,000","446,000","488,000","575,000","89,000","516,000","-214,000","502,000","17,000","198,000","589,000","-786,000","175,000","140,000","-2,582,000","-2,475,000","-3,362,000","-2,955,000","-8,160,000","-4,000,000","-4,800,000","-2,200,000","800,000","500,000","300,000","100,000","-3,800,000",,"100,000","0","-3,900,000","-2,100,000","-7,800,000","-1,900,000","-1,300,000","-800,000","-400,000","200,000","200,000","-1,600,000","-2,300,000","-5,000,000","200,000","-1,800,000","-200,000","200,000","200,000","300,000","-8,000,000","100,000","-100,000","-700,000","-200,000","100,000","100,000","1,100,000",,,,,,,,,,,,,,,,
TotalUnusualItemsExcludingGoodwill,"1,085,000","894,000","342,000","-160,000","9,000","-625,000","-6,667,000","-597,000","91,000","618,000","-1,881,000","-641,000","-287,000","-20,707,000","2,127,000","-921,000","-1,357,000","-641,000","-894,000","-400,000","-391,000","3,496,000","-839,000","578,000","-195,000","469,000","-354,000","1,137,000","330,000","892,000","-43,000","618,000","-475,000","335,000","1,656,000","-4,166,000","-123,000","-170,000","-504,000","-122,000","2,853,000","-296,000","3,099,000","-197,000","933,000","1,114,000","993,000","4,440,000","1,677,000","420,000","553,000","142,000","346,000","406,000","451,000","-24,000","100,000","59,000","-55,000","175,000","122,000","5,000","-22,000","-72,000","46,000","42,000","-78,000","-17,000","84,000","-9,000","43,000","-3,000","-2,000","10,000","69,000","1,000","-8,000","-49,000",,,,,,,,,,,,,,,,,,,"2,100,000",,"-2,100,000",,"100,000",,"-1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,"1,085,000","894,000","342,000","-160,000","9,000","-625,000","-6,667,000","-597,000","91,000","618,000","-1,881,000","-641,000","-287,000","-20,707,000","2,127,000","-921,000","-1,357,000","-641,000","-894,000","-400,000","-391,000","3,496,000","-839,000","578,000","-195,000","469,000","-354,000","1,137,000","330,000","892,000","-43,000","618,000","-475,000","335,000","1,656,000","-4,166,000","-123,000","-170,000","-504,000","-122,000","2,853,000","-296,000","3,099,000","-197,000","933,000","1,114,000","993,000","4,440,000","1,677,000","420,000","553,000","142,000","346,000","406,000","451,000","-24,000","100,000","59,000","-55,000","175,000","122,000","5,000","-22,000","-72,000","46,000","42,000","-78,000","-17,000","84,000","-9,000","43,000","-3,000","-2,000","10,000","69,000","1,000","-8,000","-49,000",,,,,,,,,,,,,,,,,,,"2,100,000",,"-2,100,000",,"100,000",,"-1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NormalizedEBITDA,"136,464,000","35,449,000","36,428,000","32,527,000","32,060,000","37,101,000","39,947,000","37,526,000","37,403,000","40,619,000","40,541,000","32,422,000","47,176,000","60,808,000","45,710,000","42,399,000","41,489,000","37,402,000","36,849,000","31,509,000","30,143,000","29,729,000","31,027,000","29,214,000","26,963,000","27,952,000","28,590,000","24,795,000","23,037,000","23,157,000","23,360,000","24,248,000","20,032,000","22,092,000","20,629,000","21,219,000","20,508,000","21,932,000","23,110,000","23,265,000","19,982,000","20,437,000","18,580,000","19,803,000","20,725,000","17,711,000","15,404,000","14,798,000","14,583,000","14,280,000","13,346,000","10,783,000","10,129,000","9,153,000","8,493,000","8,952,000","7,642,000","6,903,000","5,325,000","4,169,000","2,801,000","2,860,000","2,850,000","2,331,000","1,878,000","1,454,000","1,552,000","1,467,000","1,426,000","1,546,000","442,000","1,330,000","1,029,000","742,000","250,000","771,000","331,000","768,000","127,000","565,000","96,000","391,000","822,000","-720,000","257,000","252,000","-1,787,000","-2,202,000","-3,127,000","-2,693,000","-9,585,000","-3,200,000","-3,900,000","-1,100,000","1,800,000","1,500,000","-3,000,000","900,000","1,300,000","1,000,000","900,000","1,100,000","-500,000","-1,000,000","-700,000","-600,000","100,000","500,000","800,000","1,700,000","1,700,000","-200,000","-1,200,000","-3,800,000","1,200,000","-800,000","-35,900,000","11,800,000","11,400,000","13,600,000","-38,800,000","12,300,000","100,000","-500,000","100,000","300,000","100,000","1,400,000","-14,900,000","5,200,000","5,100,000","5,000,000","-16,300,000","5,500,000","5,700,000","4,300,000","-16,200,000","4,200,000","4,900,000","5,200,000","-15,000,000","5,600,000","5,500,000","5,500,000"
TaxRateForCalcs,"0.1","0.085","0.204","0.046","0.04","0.055","0.128","0.27","0.067","0.05","0.023","0.27","0.034","0.27","0.27","0.054","0.071","0.074","0.015","0.008","0.013","0.032","0.02","0.032","0.064","0.073","0.072","0.085","0.086","0.114","0.124","0.1","0.109","0.12","0.213","0.095","0.095","0.083","0.038","0.107","0.113","0.126","0.116","0.063","0.35","0.094","0.35","0.044","0.038","0.047","0.007","0.032","0.044","0.023","0.033","0.05","0.061","0.052","0.03","0.091","0.35","0.059","0.178","0.069","0.038","0.107","0.136","0.4","0.129","0.094","0.169","0.4","0.057","0.239","0.4","0.152","0.4","0.115","0.023","0.4","0.4","0.353","0.186","0.003","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4",,"0.4",,"0.4","0.4","0","0.4","0.4","0.4","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4",,"0.4","0.125","0","0.4",,"0.083",,,,,,,,,,,,,,,,
TaxEffectOfUnusualItems,"108,110.947","75,900.6","69,857.904","-7,408","362.7","-34,375","-855,126.278","-161,190","6,115.2","30,838.2","-42,963.419","-173,070","-9,815.4","-5,590,890","574,290","-49,918.2","-96,347","-47,690.4","-13,247.289","-3,360","-5,083","111,872","-17,004.753","18,496","-12,480","34,237","-25,413.079","96,645","28,380","101,688","-5,341.431","61,800","-51,775","40,200","352,793.31","-395,770","-11,685","-14,110","-19,165.76","-13,035.683","321,561.487","-37,307.182","361,010.196","-12,318.782","326,550","104,456.224","347,550","195,422.087","64,012.907","19,870.759","3,858.562","4,559.967","15,358.088","9,327.863","14,724.505","-1,204.776","6,147.237","3,077.232","-1,660.198","15,858.163","42,700","297.22","-3,913.514","-4,969.697","1,743.096","4,494.099","-10,633.12","-6,800","10,862.651","-847.328","7,282.258","-1,200","-114.21","2,389.078","27,600","151.917","-3,200","-5,631.218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","840,000","0","-840,000",,"40,000",,"-520,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0",,,,,,,,,,,,,,,,
